property_type,neighbourhood,city,gps_lat,gps_lon,infra_zone,length_m,width_m,area_m2,num_bedrooms,num_bathrooms,floor_level,shared_wc,has_parking,has_generator,has_water_meter,fiber_internet,security_gate,standby_power_kva,road_frontage_m,shopfront_quality,loading_bay,near_school,near_market,near_hospital,near_highway,near_university,structural_quality,condition_score,build_year,flood_risk,noise_level,title_type,advance_months,estimated_rent
house,ekounou,yaounde,3.813147,11.546519,IV,10.0,15.0,150.0,3,2,0,0,0,0,1,0,0,0.0,0.0,0,0,1,1,0,0,0,3,4,1975,0,9,foncier,3,180500
house,nkol_foulou,yaounde,3.815103,11.476092,V,18.0,11.0,198.0,3,1,0,1,0,1,1,1,1,0.0,0.0,0,0,1,1,0,0,0,7,10,1979,0,8,none,3,155500
shop,ngousso,yaounde,3.897588,11.535423,III,6.0,7.0,42.0,0,0,0,0,0,0,1,0,1,0.0,9.0,2,0,1,1,0,1,1,7,7,1988,0,2,none,3,298000
store,cite_sic,douala,4.061379,9.72626,IV,13.0,11.0,143.0,0,0,0,0,1,1,1,0,1,0.0,13.0,2,0,0,1,0,0,0,9,8,1983,0,9,occupation,3,298500
store,nkoldongo,yaounde,3.833332,11.484439,III,18.0,12.0,216.0,0,0,0,0,1,1,1,0,0,0.0,19.0,2,0,0,1,0,0,0,9,3,2014,1,6,none,3,471500
studio,yassa,douala,4.032759,9.777841,II,7.0,4.0,28.0,1,1,2,0,0,1,1,1,0,0.0,0.0,0,0,0,0,0,1,0,9,6,1980,1,8,occupation,1,100000
apartment,nkol_foulou,yaounde,3.820011,11.475081,I,12.0,6.0,72.0,5,1,4,0,0,1,1,0,0,0.0,0.0,0,0,1,1,0,0,1,10,10,1983,0,7,foncier,3,345500
studio,bonanjo,douala,4.041164,9.698726,III,5.0,3.0,15.0,1,1,1,1,1,1,0,1,0,0.0,0.0,0,0,0,1,0,0,0,5,8,2012,0,8,occupation,3,149000
apartment,akwa,douala,4.044134,9.697184,III,14.0,5.0,70.0,3,2,5,0,0,1,1,0,1,0.0,0.0,0,0,0,0,0,1,0,6,10,1985,0,7,none,6,294000
house,bonanjo,douala,4.044992,9.695214,IV,19.0,5.0,95.0,3,3,0,0,1,1,1,1,1,0.0,0.0,0,0,1,1,0,1,0,3,6,2005,0,4,occupation,2,296500
house,ndogpassi,douala,4.089812,9.742885,IV,10.0,10.0,100.0,2,1,0,0,1,1,1,1,0,0.0,0.0,0,0,1,1,1,1,0,4,7,1988,0,6,occupation,3,152000
studio,ngousso,yaounde,3.890229,11.533297,III,4.0,6.0,24.0,1,1,0,0,1,1,0,0,1,0.0,0.0,0,0,0,0,0,0,1,7,5,2015,0,6,none,3,123000
house,deido,douala,4.062148,9.711246,IV,8.0,12.0,96.0,2,2,0,1,0,0,1,0,0,0.0,0.0,0,0,0,0,0,1,0,9,3,1983,0,10,occupation,3,176500
warehouse,olembe,yaounde,3.951981,11.498655,I,53.0,29.0,1537.0,0,0,0,0,1,0,1,1,1,50.0,9.0,1,0,1,1,0,0,0,3,10,2016,0,7,foncier,6,1459000
land,bonanjo,douala,4.044384,9.693134,II,58.0,28.0,1624.0,0,0,0,0,1,0,1,0,1,0.0,0.0,0,0,1,1,1,1,1,10,10,2011,0,7,occupation,6,402500
house,olembe,yaounde,3.953294,11.498636,V,12.0,5.0,60.0,4,2,0,0,0,0,1,1,1,0.0,0.0,0,0,0,1,0,1,0,8,9,2005,0,10,foncier,3,154500
apartment,essos,yaounde,3.880705,11.532129,I,6.0,7.0,42.0,2,2,4,0,1,1,1,0,0,0.0,0.0,0,0,0,1,0,0,0,8,7,2021,0,9,none,6,246000
shop,melen,yaounde,3.90777,11.541297,II,3.0,7.0,21.0,0,1,0,0,1,0,1,1,1,0.0,14.0,0,0,1,1,0,1,0,3,10,1976,0,8,foncier,3,263000
apartment,odza,yaounde,3.927066,11.555885,IV,15.0,9.0,135.0,2,1,5,0,0,1,0,1,1,0.0,0.0,0,0,0,1,0,1,1,9,6,2013,0,3,none,6,203000
house,bonaberi,douala,4.054854,9.658407,V,7.0,6.0,42.0,3,1,0,0,0,0,1,0,1,0.0,0.0,0,0,1,1,1,1,0,3,10,1981,0,2,occupation,3,97000
apartment,odza,yaounde,3.928949,11.564018,III,11.0,4.0,44.0,3,2,2,1,1,1,1,0,1,0.0,0.0,0,0,1,1,1,1,0,7,9,2002,0,1,occupation,3,202500
apartment,melen,yaounde,3.907555,11.541402,III,10.0,9.0,90.0,2,1,2,0,0,1,1,1,0,0.0,0.0,0,0,0,0,0,0,0,4,6,2004,0,6,occupation,3,177500
house,nyalla,douala,4.095697,9.755419,III,12.0,9.0,108.0,3,1,0,1,0,1,1,0,1,0.0,0.0,0,0,0,1,0,0,1,7,10,2008,0,1,none,6,173500
house,bonaberi,douala,4.051611,9.658119,II,8.0,7.0,56.0,2,2,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,10,3,2024,0,3,foncier,1,160500
studio,nkoldongo,yaounde,3.834851,11.488443,III,8.0,5.0,40.0,1,1,0,0,1,1,1,1,1,0.0,0.0,0,0,1,0,0,0,1,9,4,2024,0,3,foncier,2,177000
studio,olembe,yaounde,3.945811,11.499146,III,6.0,4.0,24.0,1,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,1,1,0,1,3,10,1988,0,5,occupation,1,109000
house,mvog_mbi,yaounde,3.85013,11.502338,III,18.0,8.0,144.0,2,2,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,7,6,1989,0,4,none,2,204500
shop,essos,yaounde,3.87684,11.532512,IV,4.0,6.0,24.0,0,1,0,0,0,1,1,0,1,0.0,9.0,3,0,0,1,0,0,1,10,6,2001,0,9,foncier,3,228000
shop,cite_sic,douala,4.068408,9.728448,I,10.0,7.0,70.0,0,1,0,0,1,1,1,1,1,0.0,14.0,1,0,1,1,1,1,1,6,5,2024,0,4,occupation,6,526500
land,biyem_assi,yaounde,3.847314,11.490522,I,8.0,19.0,152.0,0,0,0,0,1,0,1,1,0,0.0,0.0,0,0,1,1,1,1,0,4,6,1976,0,7,occupation,3,55000
apartment,bastos,yaounde,3.880606,11.510614,III,10.0,8.0,80.0,2,2,4,0,0,1,1,0,0,0.0,0.0,0,0,0,1,0,1,0,7,10,2017,1,4,occupation,3,335500
apartment,omnisport,yaounde,3.874794,11.515568,V,14.0,5.0,70.0,2,1,5,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,1,1,3,6,1996,1,8,occupation,3,162000
house,nlongkak,yaounde,3.869605,11.512343,IV,19.0,8.0,152.0,4,2,0,1,0,0,1,0,0,0.0,0.0,0,0,0,1,1,0,0,4,10,2011,0,6,occupation,2,241500
office,ndogpassi,douala,4.093283,9.746837,IV,6.0,11.0,66.0,0,1,1,0,1,1,1,1,0,0.0,7.0,0,0,0,0,1,1,0,9,5,2012,0,9,foncier,1,245500
shop,nlongkak,yaounde,3.861961,11.510029,I,12.0,3.0,36.0,0,0,0,0,1,1,1,0,1,0.0,18.0,5,0,1,1,0,0,0,3,7,2014,0,9,occupation,6,481500
land,olembe,yaounde,3.947165,11.490758,III,22.0,47.0,1034.0,0,0,0,0,1,1,1,1,0,0.0,0.0,0,0,0,1,0,1,1,9,9,1976,0,3,none,3,215000
house,nlongkak,yaounde,3.867635,11.508564,V,13.0,8.0,104.0,3,2,0,0,1,1,1,0,1,0.0,0.0,0,0,1,1,0,0,0,10,7,2005,0,10,foncier,3,209500
house,odza,yaounde,3.932022,11.559158,III,18.0,6.0,108.0,5,1,0,0,1,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,7,10,2001,0,1,occupation,3,280500
apartment,mvog_mbi,yaounde,3.853027,11.503049,IV,13.0,8.0,104.0,5,2,1,0,1,1,1,0,1,0.0,0.0,0,0,0,0,0,0,1,9,5,2006,0,5,none,3,233000
apartment,bonaberi,douala,4.059546,9.656241,II,14.0,8.0,112.0,4,1,2,1,0,1,1,1,0,0.0,0.0,0,0,0,1,1,0,0,7,5,2000,0,2,none,6,204500
office,biyem_assi,yaounde,3.854692,11.488247,V,28.0,7.0,196.0,0,1,2,0,0,1,1,0,1,0.0,15.0,2,0,0,0,1,1,0,7,6,2007,0,8,foncier,2,486500
shop,omnisport,yaounde,3.870729,11.519201,IV,6.0,9.0,54.0,0,0,0,0,1,0,1,0,1,0.0,7.0,2,0,0,1,0,1,0,3,7,1995,0,2,occupation,6,382000
apartment,deido,douala,4.061825,9.707681,III,11.0,9.0,99.0,3,1,1,0,1,1,1,0,1,0.0,0.0,0,0,1,1,0,0,0,3,5,2017,1,5,occupation,2,221500
apartment,essos,yaounde,3.884563,11.527766,II,14.0,4.0,56.0,2,1,1,0,1,1,1,1,1,0.0,0.0,0,0,1,1,0,0,1,5,3,2000,1,3,occupation,3,189500
apartment,odza,yaounde,3.930166,11.555128,IV,11.0,6.0,66.0,2,1,1,0,1,0,1,0,0,0.0,0.0,0,0,1,0,0,1,1,10,8,1990,1,6,occupation,6,124000
apartment,nyalla,douala,4.096971,9.761894,II,9.0,4.0,36.0,2,1,1,0,0,0,0,0,1,0.0,0.0,0,0,0,1,0,0,0,6,10,1991,0,8,none,3,117000
shop,ekounou,yaounde,3.809683,11.5504,I,6.0,9.0,54.0,0,0,0,0,1,0,1,1,0,0.0,18.0,3,0,0,1,0,1,0,7,8,1997,0,5,occupation,3,468000
apartment,mvog_mbi,yaounde,3.852457,11.508213,IV,7.0,6.0,42.0,3,1,3,1,0,0,1,0,0,0.0,0.0,0,0,0,1,0,0,1,9,5,1989,0,4,occupation,2,109000
shop,olembe,yaounde,3.948184,11.497753,III,3.0,6.0,18.0,0,0,0,0,0,0,1,1,0,0.0,17.0,4,0,0,1,0,0,0,6,3,1985,0,4,none,3,199000
apartment,makepe,douala,4.072751,9.737401,III,6.0,7.0,42.0,4,1,5,0,1,0,1,0,0,0.0,0.0,0,0,0,0,1,1,1,9,5,1997,0,1,foncier,3,247000
house,biyem_assi,yaounde,3.846256,11.489609,I,18.0,5.0,90.0,3,1,0,0,1,0,0,0,1,0.0,0.0,0,0,1,1,0,1,0,3,10,1982,0,3,foncier,3,318000
store,ngousso,yaounde,3.895125,11.53853,IV,18.0,14.0,252.0,0,1,0,0,1,1,1,0,1,0.0,18.0,2,1,1,1,0,1,0,6,10,1988,0,1,foncier,3,564000
apartment,nkol_foulou,yaounde,3.819927,11.476788,IV,14.0,9.0,126.0,2,2,2,1,0,1,0,0,0,0.0,0.0,0,0,1,0,0,1,0,10,8,2013,0,3,none,1,174000
house,biyem_assi,yaounde,3.853172,11.494263,V,15.0,11.0,165.0,4,1,0,0,1,0,1,0,0,0.0,0.0,0,0,1,0,0,1,1,6,4,1988,0,8,occupation,2,183500
apartment,nkoldongo,yaounde,3.8317,11.486826,III,11.0,5.0,55.0,2,1,2,0,0,0,0,0,1,0.0,0.0,0,0,1,0,1,0,1,10,5,2000,0,7,occupation,3,172500
warehouse,nlongkak,yaounde,3.865024,11.513365,II,29.0,34.0,986.0,0,0,0,0,1,1,1,1,1,0.0,17.0,4,1,1,0,1,1,0,6,6,1982,0,9,none,3,884500
house,deido,douala,4.057597,9.7136,IV,12.0,14.0,168.0,5,2,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,0,0,1,4,10,1993,0,6,foncier,3,335500
office,odza,yaounde,3.926056,11.556854,V,23.0,9.0,207.0,0,1,0,0,1,0,1,0,1,10.0,6.0,2,0,1,1,0,1,1,8,8,1993,0,2,occupation,3,426000
store,ekounou,yaounde,3.811419,11.551284,V,21.0,6.0,126.0,0,0,0,0,0,0,1,0,0,0.0,8.0,4,0,0,1,0,1,1,9,9,1993,0,7,occupation,3,199500
apartment,bonaberi,douala,4.050245,9.656636,III,8.0,5.0,40.0,2,2,4,1,0,0,1,1,1,0.0,0.0,0,0,1,0,0,1,0,6,8,2018,0,10,occupation,6,102500
shop,makepe,douala,4.075255,9.737428,III,13.0,3.0,39.0,0,1,0,0,1,1,1,1,1,0.0,18.0,0,0,1,1,0,1,0,6,5,2009,0,4,none,3,358000
store,logpom,douala,4.076672,9.722329,I,13.0,18.0,234.0,0,1,0,0,0,1,1,0,1,0.0,11.0,0,0,1,1,1,0,1,5,4,2024,0,2,occupation,1,601500
house,bonanjo,douala,4.048097,9.690866,III,6.0,13.0,78.0,3,3,0,0,1,1,1,0,0,0.0,0.0,0,0,0,0,1,1,0,8,9,2013,0,3,foncier,3,383500
shop,cite_sic,douala,4.065029,9.720097,IV,10.0,4.0,40.0,0,1,0,0,1,1,1,0,1,0.0,15.0,2,0,1,1,0,1,1,9,7,1989,0,2,occupation,1,307000
house,biyem_assi,yaounde,3.849879,11.486935,IV,10.0,14.0,140.0,6,2,0,1,1,1,1,0,0,0.0,0.0,0,0,0,1,1,1,0,3,5,2005,1,8,occupation,6,191500
store,ndogpassi,douala,4.09363,9.741953,V,13.0,11.0,143.0,0,1,0,0,1,1,1,0,0,0.0,5.0,5,1,1,0,1,0,0,4,7,1994,0,4,none,1,220000
house,nlongkak,yaounde,3.868728,11.510015,III,15.0,9.0,135.0,3,2,0,0,0,1,1,0,1,0.0,0.0,0,0,0,0,0,0,1,9,10,2018,0,4,occupation,6,297500
land,bonapriso,douala,4.030884,9.689777,III,23.0,40.0,920.0,0,0,0,0,0,0,1,0,1,0.0,0.0,0,0,0,1,0,1,1,4,3,1999,0,9,foncier,1,209500
house,cite_sic,douala,4.068915,9.7252,II,15.0,8.0,120.0,5,2,0,0,1,0,1,1,1,0.0,0.0,0,0,1,1,0,0,1,4,5,1985,0,6,occupation,3,278000
house,ndogpassi,douala,4.089419,9.741193,IV,18.0,12.0,216.0,6,2,0,0,1,1,1,0,0,0.0,0.0,0,0,0,0,0,1,0,4,5,1986,1,9,foncier,6,259500
warehouse,omnisport,yaounde,3.869426,11.521746,IV,50.0,35.0,1750.0,0,0,0,0,1,0,1,1,1,0.0,14.0,2,0,1,0,1,1,1,5,3,2024,1,5,occupation,6,1016500
studio,logpom,douala,4.079349,9.715797,IV,5.0,6.0,30.0,1,1,1,0,1,1,1,0,0,0.0,0.0,0,0,1,0,1,1,0,5,3,2013,0,6,occupation,3,97500
apartment,deido,douala,4.058349,9.707514,III,15.0,9.0,135.0,4,2,5,0,0,0,1,0,0,0.0,0.0,0,0,1,1,0,1,0,8,8,2001,1,6,foncier,6,343000
office,ekounou,yaounde,3.807273,11.553144,I,18.0,8.0,144.0,0,2,5,0,0,0,1,0,0,10.0,13.0,3,0,0,1,0,0,1,5,3,1988,0,10,occupation,3,528000
warehouse,makepe,douala,4.074971,9.738131,I,51.0,29.0,1479.0,0,0,0,0,1,1,1,0,0,10.0,3.0,3,1,0,0,1,0,1,9,6,2013,0,7,none,3,1282500
house,biyem_assi,yaounde,3.851661,11.490887,II,15.0,12.0,180.0,5,2,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,8,10,2011,0,7,foncier,3,377000
apartment,ekounou,yaounde,3.812967,11.550502,III,5.0,7.0,35.0,2,2,1,0,0,1,1,0,0,0.0,0.0,0,0,1,0,0,0,0,7,8,1993,0,10,occupation,6,123000
shop,omnisport,yaounde,3.868981,11.516035,II,3.0,4.0,12.0,0,0,0,0,1,1,1,0,0,0.0,6.0,5,0,1,0,0,1,0,9,6,1976,0,3,foncier,3,450000
apartment,nkol_foulou,yaounde,3.817675,11.479216,IV,14.0,7.0,98.0,4,1,2,0,1,0,1,0,0,0.0,0.0,0,0,0,1,0,0,0,6,8,1986,1,7,none,3,164500
studio,melen,yaounde,3.911895,11.542018,III,7.0,3.0,21.0,1,1,0,0,0,1,1,1,1,0.0,0.0,0,0,0,1,0,0,0,7,5,2013,0,9,none,2,88500
apartment,ekounou,yaounde,3.808563,11.545706,II,13.0,5.0,65.0,3,2,3,1,0,1,1,0,1,0.0,0.0,0,0,0,0,0,1,1,8,4,1980,1,8,occupation,6,130500
house,deido,douala,4.05943,9.706549,II,20.0,13.0,260.0,4,3,0,0,0,1,0,0,1,0.0,0.0,0,0,0,1,1,0,1,10,4,2017,0,5,occupation,1,466500
studio,nlongkak,yaounde,3.861549,11.507156,II,7.0,6.0,42.0,1,1,2,0,1,0,1,1,0,0.0,0.0,0,0,1,0,0,1,1,8,5,2004,1,2,occupation,6,183000
studio,mvog_mbi,yaounde,3.853946,11.503975,II,5.0,5.0,25.0,1,1,2,1,1,1,0,1,1,0.0,0.0,0,0,1,1,0,0,0,8,7,1982,0,4,foncier,6,160500
shop,deido,douala,4.058766,9.709305,IV,12.0,3.0,36.0,0,0,1,0,1,1,1,0,1,0.0,12.0,3,0,0,1,0,0,0,7,8,1988,0,8,occupation,3,342000
apartment,essos,yaounde,3.882432,11.528245,V,6.0,8.0,48.0,4,2,3,0,1,1,1,1,1,0.0,0.0,0,0,1,0,0,1,1,8,3,1999,0,6,occupation,6,168000
apartment,omnisport,yaounde,3.871285,11.524544,III,12.0,11.0,132.0,2,1,3,0,0,1,1,0,1,0.0,0.0,0,0,1,0,1,0,0,4,7,1976,0,5,occupation,6,312500
apartment,odza,yaounde,3.933779,11.558484,IV,13.0,5.0,65.0,4,1,1,0,1,1,1,1,0,0.0,0.0,0,0,1,1,0,0,0,10,8,1992,0,8,occupation,1,189000
house,makepe,douala,4.075924,9.736997,III,20.0,13.0,260.0,6,1,0,1,1,1,1,0,0,0.0,0.0,0,0,0,1,1,0,0,3,3,2004,0,6,occupation,6,311500
house,bonanjo,douala,4.047407,9.693113,II,18.0,8.0,144.0,5,2,0,0,1,1,1,0,0,0.0,0.0,0,0,1,0,1,0,1,8,7,1982,0,5,occupation,3,518000
house,bastos,yaounde,3.879196,11.515028,I,6.0,11.0,66.0,4,2,0,0,1,1,1,0,0,0.0,0.0,0,0,1,1,0,0,1,3,9,2011,0,2,occupation,6,521500
house,biyem_assi,yaounde,3.847576,11.485963,III,8.0,5.0,40.0,5,2,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,8,3,2007,0,5,foncier,6,196500
studio,bastos,yaounde,3.878578,11.508983,IV,7.0,6.0,42.0,1,1,0,1,0,1,1,0,1,0.0,0.0,0,0,1,0,0,1,0,5,10,1982,0,10,occupation,6,180000
apartment,deido,douala,4.063688,9.708213,IV,9.0,10.0,90.0,3,2,3,0,1,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,8,7,1988,1,5,occupation,3,225000
house,akwa,douala,4.046041,9.700712,II,13.0,12.0,156.0,3,1,0,0,0,0,0,1,1,0.0,0.0,0,0,1,1,1,0,1,7,7,1996,0,7,none,6,370500
apartment,logpom,douala,4.081202,9.719026,II,8.0,10.0,80.0,2,2,1,0,0,1,0,1,0,0.0,0.0,0,0,0,0,0,1,0,4,10,2009,0,9,foncier,2,219500
apartment,ekounou,yaounde,3.805458,11.548936,III,9.0,10.0,90.0,2,1,3,0,1,0,1,1,1,0.0,0.0,0,0,1,1,0,0,0,9,8,2001,0,10,foncier,2,228000
shop,akwa,douala,4.052756,9.697266,III,3.0,4.0,12.0,0,0,0,0,1,1,1,1,1,0.0,19.0,3,0,1,0,0,1,0,10,6,1996,0,4,none,3,401000
studio,nkol_foulou,yaounde,3.820107,11.475581,IV,5.0,5.0,25.0,1,1,3,1,1,1,1,1,1,0.0,0.0,0,0,1,0,0,0,1,7,5,2000,0,10,foncier,6,98000
apartment,ndogpassi,douala,4.093685,9.744512,III,12.0,11.0,132.0,4,2,3,1,0,0,1,1,1,0.0,0.0,0,0,0,1,0,1,1,10,7,1986,1,4,none,3,252000
warehouse,yassa,douala,4.034826,9.77687,IV,18.0,11.0,198.0,0,0,0,0,1,0,1,1,0,10.0,10.0,5,1,0,1,0,0,0,7,4,1993,0,5,none,3,203500
store,yassa,douala,4.034406,9.783802,III,10.0,6.0,60.0,0,0,0,0,0,1,1,0,1,0.0,9.0,1,0,0,0,1,1,0,5,6,2003,0,5,occupation,6,124500
apartment,bastos,yaounde,3.875046,11.512874,III,7.0,4.0,28.0,2,2,1,1,0,0,0,1,1,0.0,0.0,0,0,1,1,0,1,1,7,3,1994,1,4,occupation,3,213500
house,bonapriso,douala,4.039699,9.685078,I,7.0,7.0,49.0,2,2,0,0,0,1,0,0,1,0.0,0.0,0,0,0,1,0,0,1,8,3,2009,0,4,occupation,1,414000
studio,mvog_mbi,yaounde,3.859289,11.508081,II,7.0,5.0,35.0,1,1,1,0,0,1,1,0,1,0.0,0.0,0,0,0,1,1,1,1,4,8,2010,0,10,foncier,3,172500
store,deido,douala,4.059545,9.706347,III,18.0,5.0,90.0,0,1,0,0,1,0,1,0,0,0.0,13.0,3,1,1,1,0,1,0,10,3,1975,0,5,occupation,1,354500
studio,makepe,douala,4.070645,9.738223,II,5.0,3.0,15.0,1,1,0,1,0,0,1,0,0,0.0,0.0,0,0,0,1,0,0,0,6,6,1986,0,10,occupation,3,45500
studio,nkoldongo,yaounde,3.829069,11.486323,IV,5.0,3.0,15.0,1,1,0,1,0,0,1,0,1,0.0,0.0,0,0,0,0,0,1,1,7,7,2005,0,1,none,1,58500
apartment,akwa,douala,4.045169,9.702325,IV,6.0,5.0,30.0,2,2,5,0,0,1,1,1,0,0.0,0.0,0,0,1,1,0,1,0,7,7,1986,0,10,foncier,1,218500
house,essos,yaounde,3.883263,11.525949,IV,9.0,10.0,90.0,2,1,0,0,0,1,1,0,1,0.0,0.0,0,0,0,1,0,0,0,4,3,1993,0,8,occupation,6,130000
house,ekounou,yaounde,3.814765,11.549849,IV,9.0,9.0,81.0,3,3,0,0,1,1,1,0,0,0.0,0.0,0,0,1,1,0,1,0,7,5,1996,0,6,occupation,6,181000
warehouse,ndogpassi,douala,4.088537,9.749606,IV,27.0,30.0,810.0,0,0,0,0,1,1,1,0,1,20.0,9.0,4,0,1,0,0,0,0,4,3,2016,0,6,none,3,505500
store,olembe,yaounde,3.947612,11.498998,II,12.0,8.0,96.0,0,1,0,0,0,0,1,1,1,0.0,10.0,3,0,1,1,0,1,1,9,8,2000,0,2,none,6,301500
shop,olembe,yaounde,3.952053,11.499384,IV,13.0,4.0,52.0,0,0,0,0,1,0,1,0,1,0.0,7.0,5,0,1,1,1,0,1,6,9,2017,0,8,none,3,247000
apartment,cite_sic,douala,4.067472,9.724168,III,11.0,11.0,121.0,2,2,4,0,0,0,0,1,1,0.0,0.0,0,0,0,0,0,1,0,10,7,1992,1,10,none,3,192500
shop,nlongkak,yaounde,3.867234,11.510874,II,6.0,6.0,36.0,0,0,0,0,1,0,1,0,0,0.0,16.0,0,0,1,1,0,0,1,5,3,1983,0,6,occupation,1,336500
apartment,bastos,yaounde,3.878022,11.512144,V,13.0,9.0,117.0,3,1,3,0,1,1,0,0,1,0.0,0.0,0,0,0,1,0,0,0,4,5,2003,0,7,occupation,3,260000
house,deido,douala,4.05968,9.708022,I,16.0,16.0,256.0,4,1,0,0,1,1,1,1,1,0.0,0.0,0,0,0,0,0,0,1,7,3,2019,0,3,occupation,6,522500
store,odza,yaounde,3.928542,11.556286,IV,8.0,12.0,96.0,0,0,0,0,1,1,1,0,1,0.0,14.0,1,1,0,1,0,0,0,10,7,1999,0,10,foncier,3,244500
house,odza,yaounde,3.930419,11.557214,III,18.0,13.0,234.0,3,3,0,0,0,1,1,0,0,0.0,0.0,0,0,1,0,1,0,0,8,6,2021,0,9,foncier,1,284000
apartment,akwa,douala,4.044641,9.698962,III,11.0,8.0,88.0,2,1,3,0,1,1,0,0,0,0.0,0.0,0,0,1,1,0,1,0,3,6,1979,1,8,occupation,3,233000
apartment,omnisport,yaounde,3.872202,11.520133,IV,9.0,5.0,45.0,4,1,3,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,0,0,9,10,2007,0,2,foncier,2,281000
house,cite_sic,douala,4.062475,9.723693,IV,10.0,16.0,160.0,3,1,0,0,1,1,1,0,0,0.0,0.0,0,0,0,0,1,1,0,6,5,2013,0,6,foncier,2,211000
store,ekounou,yaounde,3.808552,11.545998,I,10.0,19.0,190.0,0,0,0,0,0,0,1,0,1,0.0,8.0,4,1,1,1,0,1,1,3,10,1982,0,7,none,3,484500
studio,bonapriso,douala,4.038182,9.687339,III,8.0,6.0,48.0,1,1,3,1,1,0,0,0,0,0.0,0.0,0,0,1,1,0,0,1,8,6,2018,0,3,occupation,3,214000
studio,cite_sic,douala,4.063493,9.729293,IV,4.0,4.0,16.0,1,1,0,0,1,1,0,0,0,0.0,0.0,0,0,1,1,0,1,1,8,5,1996,0,6,none,3,116000
studio,nkol_foulou,yaounde,3.823956,11.482128,II,4.0,6.0,24.0,1,1,1,0,1,1,0,0,1,0.0,0.0,0,0,0,0,0,1,1,5,5,1980,0,8,occupation,3,105000
studio,deido,douala,4.057238,9.714189,IV,6.0,3.0,18.0,1,1,1,1,1,1,1,0,1,0.0,0.0,0,0,0,1,0,1,1,3,4,1985,0,6,occupation,6,101000
house,olembe,yaounde,3.949879,11.492537,IV,14.0,5.0,70.0,4,2,0,0,0,1,1,1,1,0.0,0.0,0,0,1,1,1,0,0,6,10,1978,0,3,occupation,3,203500
apartment,bonaberi,douala,4.055374,9.657711,II,7.0,4.0,28.0,2,2,1,0,1,1,0,0,0,0.0,0.0,0,0,1,1,0,0,1,3,5,2003,0,6,occupation,6,124500
house,bonaberi,douala,4.053979,9.663045,II,19.0,13.0,247.0,3,2,0,0,1,1,1,0,1,0.0,0.0,0,0,1,1,1,0,0,5,3,2017,0,4,occupation,6,333500
apartment,nlongkak,yaounde,3.869391,11.510633,II,6.0,11.0,66.0,3,1,1,0,0,0,1,0,0,0.0,0.0,0,0,0,1,0,0,1,10,7,2008,0,10,none,3,243000
apartment,bonanjo,douala,4.047917,9.697943,IV,7.0,6.0,42.0,3,2,2,1,0,0,1,1,1,0.0,0.0,0,0,1,0,0,0,0,4,9,1995,1,9,none,6,177500
house,essos,yaounde,3.877974,11.531552,III,10.0,15.0,150.0,5,2,0,1,1,0,1,0,0,0.0,0.0,0,0,1,1,0,0,0,6,9,2001,1,2,none,3,239500
office,mvog_mbi,yaounde,3.85954,11.506057,II,12.0,16.0,192.0,0,1,2,0,1,1,1,1,0,0.0,19.0,2,0,0,1,0,0,1,10,8,2020,1,10,occupation,2,770500
warehouse,biyem_assi,yaounde,3.852467,11.48551,III,21.0,23.0,483.0,0,0,0,0,1,1,1,1,0,10.0,5.0,5,1,1,1,1,1,0,8,6,1976,0,8,occupation,2,479000
apartment,logpom,douala,4.084718,9.715491,I,12.0,6.0,72.0,3,1,2,1,0,1,1,0,1,0.0,0.0,0,0,0,0,0,1,0,8,6,2022,0,9,none,1,210000
house,biyem_assi,yaounde,3.854275,11.485793,III,17.0,13.0,221.0,4,1,0,0,0,0,1,0,0,0.0,0.0,0,0,1,1,1,1,0,9,5,1983,1,10,occupation,6,296000
land,bonanjo,douala,4.045243,9.696787,IV,27.0,33.0,891.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,1,0,0,1,3,7,1982,0,3,foncier,1,196000
apartment,melen,yaounde,3.907099,11.536428,V,14.0,9.0,126.0,3,2,4,0,0,1,1,0,1,0.0,0.0,0,0,1,0,0,0,0,6,3,1995,0,2,occupation,6,156000
studio,logpom,douala,4.079633,9.721899,II,5.0,4.0,20.0,1,1,2,0,1,1,0,1,1,0.0,0.0,0,0,1,1,0,1,0,3,5,2015,0,4,none,6,101500
land,nkoldongo,yaounde,3.826057,11.485599,III,48.0,24.0,1152.0,0,0,0,0,1,1,1,1,0,0.0,0.0,0,0,0,1,0,0,0,7,3,2020,0,8,foncier,2,211000
warehouse,bonaberi,douala,4.055463,9.664874,II,44.0,29.0,1276.0,0,0,0,0,1,1,1,1,0,0.0,4.0,0,0,1,1,0,0,0,8,4,1986,0,6,none,2,855000
